Species,CrossType,Lifestage,Year,Timepoint,Temp2,Temp,Treatment,Cone,Mom,Dad,Cross,popcross2,Family,Tank,Tank.Name,Cassette,Plate.Slide,No. juveniles on slide,Well,Recruit,IndID,Clump/Single,Survival,microPAM ,Live Coral ID Number,Area (mm^2),Coral Red Mean,Coral Green Mean,Coral Blue Mean,Coral Hue Mean,Coral Saturation Mean,Coral Brightness Mean,F microPAM,Fm' microPAM,Y(II) microPAM,popcross
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,334,2937,5,B,4,SR2.334.2937.4,S,1,,6,0.8127,153.9898,153.5042,147.5301,41.8784,11.364,154.6316,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,334,2937,5,C,3,SR2.334.2937.3,S,1,,0,0.573,132.232,128.468,115.282,33.156,32.842,132.294,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,334,2937,5,D,5,SR2.334.2937.5,S,1,,7,0.474,135.028,134.3052,128.0587,38.1509,13.7201,135.5313,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C53,WOO4,Martin3,WOO4 x Martin3,WOOxMartin,H.F1,5,SR2,363,1178,2,B,1,SR2.363.1178.1,S,1,X,0,0.758,135.382,135.386,130.313,50.143,11.11,136.278,0.0098,0.0162,0,WOOxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C14,PAL5,Martin15,PAL5 x Martin15,PALxMartin,H.F103,5,SR2,363,1258,2,C,2,SR2.363.1258.2,S,1,,2,0.4472,154.7254,153.8278,148.5521,37.6626,10.6515,155.1757,,,,PALxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C14,PAL5,Martin15,PAL5 x Martin15,PALxMartin,H.F103,5,SR2,363,1258,2,C,1,SR2.363.1258.1,S,1,X,3,1.3931,143.2258,143.1145,137.5231,45.2002,11.3219,144.096,0.024,0.0485,0.505,PALxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C50,Martin11,Arlington6,Martin11 x Arlington6,MartinxArlington,H.F61,5,SR2,363,2322,2,A,1,SR2.363.2322.1,S,1,X,0,0.682,120.381,116.59,105.92,31.956,30.879,120.465,0.026,0.0613,0.576,MARxARL
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C50,Martin11,Arlington6,Martin11 x Arlington6,MartinxArlington,H.F61,5,SR2,363,2322,2,A,2,SR2.363.2322.2,S,1,,0,0.478,113.41,111.082,102.948,34.289,24.032,113.704,,,,MARxARL
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,5,SR2,434,1264,3,A,1,SR2.434.1264.1,S,1,X,2,0.8564,142.2819,142.3706,137.9888,53.5623,9.4189,143.2539,0.0368,0.0887,0.586,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,5,SR2,434,1264,3,A,3,SR2.434.1264.3,S,1,,4,0.4797,144.3877,144.5548,140.4132,51.8845,8.6009,145.4008,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,5,SR2,434,1264,3,C,2,SR2.434.1264.2,S,1,,3,0.5169,145.8188,145.1142,140.0528,48.2461,10.8923,146.4801,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,434,2953,2,A,2,SR2.434.2953.2,S,1,,0,0.536,139.818,137.37,128.827,34.768,19.953,140.025,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,434,2953,2,C,1,SR2.434.2953.1,S,1,X,1,0.9331,153.7667,152.2763,145.4238,34.5406,13.7915,154.0031,0.0034,0.0054,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,5,SR2,434,3165,3,A,1,SR2.434.3165.1,S,1,X,0,0.313,150.089,145.644,135.366,29.301,24.695,150.09,0.0235,0.05,0.529,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,5,SR2,434,3165,3,A,3,SR2.434.3165.3,S,1,,1,0.3717,167.1952,163.9846,154.902,32.9111,18.4444,167.2813,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,5,SR2,434,3165,3,C,2,SR2.434.3165.2,S,1,,0,0.204,145.609,136.022,111.896,30.154,58.901,145.609,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,5,SR2,495,1175,3,B,1,SR2.495.1175.1,S,1,,1,0.7588,142.7398,143.0706,137.9033,48.3576,10.3253,143.8591,,,,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,5,SR2,495,1175,3,C,2,SR2.495.1175.2,S,1,,0,0.814,141.297,140.244,131.867,38.172,17.537,141.731,,,,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,5,SR2,495,1175,3,C,3,SR2.495.1175.3,S,1,X,2,0.3926,136.0398,135.0861,128.3598,36.8237,14.6289,136.4533,0.0495,0.0907,0.454,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,5,SR2,495,1266,2,A,2,SR2.495.1266.2,S,1,,0,0.318,135.077,135.643,131.384,55.162,9.33,136.367,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,5,SR2,495,1266,2,C,1,SR2.495.1266.1,S,1,X,0,0.617,121.69,118.055,109.463,31.208,26.189,121.858,0.0373,0.0833,0.553,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C48,Davies6,Martin2,Davies6 x Martin2,DaviesxMartin,H.F87,5,SR2,495,2916,2,C,1,SR2.495.2916.1,S,1,X,1,0.4246,146.7463,146.4645,139.9363,41.652,12.557,147.4675,0.0216,0.049,0.56,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C48,Davies6,Martin2,Davies6 x Martin2,DaviesxMartin,H.F87,5,SR2,495,2916,2,C,2,SR2.495.2916.2,S,1,,0,0.304,143.541,141.664,129.937,37.465,28.6,144.035,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C10,Davies15,Davies16,Davies15 x Davies16,DaviesxDavies,H.F82,5,SR2,504,1231,1,B,1,SR2.504.1231.1,S,1,X,0,0.497,139.92,138.32,127.81,37.556,22.208,140.223,0.0446,0.1,0.554,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,5,SR2,504,2729,2,D,1,SR2.504.2729.1,S,1,X,0,0.409,134.381,132.525,122.68,37.29,23.252,134.798,0.0284,0.0716,0.603,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,5,SR2,504,2729,2,D,2,SR2.504.2729.2,S,1,,0,0.43,135.57,133.96,126.8,35.414,16.755,135.856,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,504,3123,3,A,2,SR2.504.3123.2,S,1,,0,0.961,148.24,149.487,145.717,60.736,7.161,149.884,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,504,3123,3,B,1,SR2.504.3123.1,S,1,X,0,0.851,151.456,151.151,144.761,42.076,12.053,152.158,0.0176,0.0417,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,504,3123,3,B,3,SR2.504.3123.3,S,1,,0,0.738,142.008,142.575,138.115,55.234,9.315,143.288,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,6,SR3,292,1656,2,A,1,SR3.292.1656.1,S,1,,1,0.8629,150.8637,152.8065,148.3961,65.3141,8.1203,153.0769,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,6,SR3,292,1656,2,A,2,SR3.292.1656.2,S,1,X,2,0.9758,157.2847,157.4799,149.1837,46.6468,14.2685,158.2474,0.0093,0.0191,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,292,1907,3,B,1,SR3.292.1907.1,S,1,X,1,0.7555,154.9411,154.2889,145.6842,39.7142,16.0083,155.5523,0.0431,0.0441,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,292,1907,3,C,2,SR3.292.1907.2,S,1,,3,0.4914,156.1461,155.3843,144.9285,39.541,18.7872,156.6284,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,292,1907,3,D,3,SR3.292.1907.3,S,1,,4,0.7292,160.5312,156.9122,138.5098,35.5623,34.8134,160.6133,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,6,SR3,341,2807,4,B,3,SR3.341.2807.3,S,1,,3,0.5281,151.3522,151.1369,143.9463,41.5857,13.2404,152.1074,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,6,SR3,341,2807,4,B,4,SR3.341.2807.4,S,1,,4,0.3879,151.1838,152.6445,149.5198,68.7357,6.1341,152.9799,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,6,SR3,341,2807,4,C,1,SR3.341.2807.1,C,1,,1,0.4285,152.0771,153.6679,150.4104,65.326,6.0565,153.946,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,6,SR3,341,2807,4,D,2,SR3.341.2807.2,S,1,X,2,0.5567,151.3565,153.0621,149.9855,67.7182,5.943,153.322,0.0044,0.0074,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,6,SR3,341,1941,2,A,2,SR3.341.1941.2,S,1,,5,0.378,140.7543,140.1734,131.2037,40.3028,17.9167,141.3758,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,6,SR3,341,1941,2,C,1,SR3.341.1941.1,S,1,X,3,0.5281,151.3522,151.1369,143.9463,41.5857,13.2404,152.1074,0.0039,0.0059,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,6,SR3,359,1442,3,C,1,SR3.359.1442.1,S,1,,1,0.5531,145.8678,148.19,144.4229,73.1101,7.6279,148.3838,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,6,SR3,359,1442,3,C,2,SR3.359.1442.2,S,1,X,2,0.4709,147.8221,148.7818,142.4392,52.6227,11.6696,149.3392,0.0108,0.0216,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,359,1627,5,A,2,SR3.359.1627.2,S,1,X,3,0.544,140.8474,141.6322,135.0469,55.3926,13.5251,142.4213,0.0078,0.0137,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,359,1627,5,B,1,SR3.359.1627.1,S,1,,1,0.51,135.5754,137.3039,133.1863,61.854,8.2849,137.5588,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,359,1627,5,B,3,SR3.359.1627.3,S,1,,2,0.697,146.6531,146.0514,136.7202,43.8501,18.9814,147.5675,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,359,1627,5,C,5,SR3.359.1627.5,S,1,,4,1.1589,141.02,143.0135,138.2936,62.5906,8.921,143.2442,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,359,1627,5,D,4,SR3.359.1627.4,S,1,,0,0.915,129.895,126.416,112.863,34.979,33.801,130.076,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,6,SR3,359,1678,1,C,1,SR3.359.1678.1,S,1,X,0,0.523,143.715,143.925,133.108,45.113,20.132,144.805,0.0176,0.0436,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,6,SR3,367,1214,1,B,1,SR3.367.1214.1,S,1,X,0,0.551,136.35,132.52,117.48,35.528,34.82,136.594,0.0701,0.1436,0.512,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,367,1519,3,B,1,SR3.367.1519.1,C,1,,1,0.757,148.5402,149.4364,144.5519,54.6378,9.145,149.9584,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,367,1519,3,C,2,SR3.367.1519.2,C,1,,2,1.6337,152.9896,153.5963,148.5414,51.1629,9.1678,154.2403,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,367,1519,3,D,3,SR3.367.1519.3,S,1,X,3,0.5754,144.3924,143.5036,135.4932,41.5185,16.2771,145.0127,0.048,0.0946,0.492,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,6,SR3,386,1966,3,B,1,SR3.386.1966.1,S,1,,2,0.8379,152.4055,152.3493,141.9435,44.0028,18.583,153.353,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,6,SR3,386,1966,3,B,3,SR3.386.1966.3,S,1,,0,0.298,145.337,144.954,135.302,41.872,18.379,146.077,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,6,SR3,386,1966,3,C,2,SR3.386.1966.2,S,1,X,3,1.1051,154.5574,154.6645,146.2827,44.6419,14.8526,155.5744,0.0157,0.0343,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,6,SR3,386,2313,2,C,1,SR3.386.2313.1,S,1,X,1,0.6777,151.8123,151.7063,143.4177,41.7739,15.0031,152.6572,0.0147,0.0304,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,6,SR3,386,2313,2,D,2,SR3.386.2313.2,S,1,,1,0.6777,151.8123,151.7063,143.4177,41.7739,15.0031,152.6572,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,6,SR3,386,3125,2,C,1,SR3.386.3125.1,S,1,,1,0.7911,157.997,156.5709,145.3219,37.8201,20.5304,158.2844,,,,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,6,SR3,386,3125,2,C,2,SR3.386.3125.2,S,1,X,2,0.8455,151.0751,149.9686,137.2871,39.1277,23.3668,151.4258,0.0034,0.0059,0,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C103,Davies12,Martin15,Davies12 x Martin15,DaviesxMartin,H.F102,6,SR3,631,1129,2,A,1,SR3.631.1129.1,S,1,X,0,0.341,140.404,140.082,130.615,41.921,18.565,141.13,0.0123,0.027,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C103,Davies12,Martin15,Davies12 x Martin15,DaviesxMartin,H.F102,6,SR3,631,1129,2,B,2,SR3.631.1129.2,S,1,,0,0.41,140.846,140.266,128.508,41.109,23.015,141.553,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,6,SR3,631,3162,4,A,3,SR3.631.3162.3,S,1,,0,0.241,140.991,137.993,121.316,36.83,35.969,141.169,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,6,SR3,631,3162,4,A,4,SR3.631.3162.4,S,1,X,0,0.23,140.289,139.654,130.202,45.311,19.498,140.967,0.0108,0.024,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,6,SR3,631,3162,4,B,1,SR3.631.3162.1,S,1,,0,0.41,140.425,139.995,131.415,40.147,17.02,141.029,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,6,SR3,631,3162,4,C,2,SR3.631.3162.2,S,1,,0,0.219,146.465,140.87,122.494,33.231,41.492,146.521,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C53,WOO4,Martin3,WOO4 x Martin3,WOOxMartin,H.F1,6,SR3,650,1179,1,B,1,SR3.650.1179.1,S,1,X,1,0.7466,167.808,167.6449,160.4868,46.4094,12.3021,168.7279,0.0088,0.0162,0,WOOxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,6,SR3,650,1671,1,B,1,SR3.650.1671.1,S,1,X,1,0.5718,146.7157,146.4035,138.6583,40.8808,14.6783,147.409,0.0167,0.0368,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C50,Martin11,Arlington6,Martin11 x Arlington6,MartinxArlington,H.F61,6,SR3,650,2323,1,B,1,SR3.650.2323.1,C,1,X,8,1.0364,152.695,152.1576,144.551,40.2982,14.4305,153.2615,0.0093,0.0206,0,MARxARL
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C10,Davies15,Davies16,Davies15 x Davies16,DaviesxDavies,H.F82,6,SR3,650,2884,3,C,2,SR3.650.2884.2,S,1,,0,0.381,135.605,131.541,109.174,35.985,49.419,135.697,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C10,Davies15,Davies16,Davies15 x Davies16,DaviesxDavies,H.F82,6,SR3,650,2884,3,D,1,SR3.650.2884.1,S,1,,2,0.4063,146.356,145.281,134.5294,39.7881,20.8329,146.7855,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C10,Davies15,Davies16,Davies15 x Davies16,DaviesxDavies,H.F82,6,SR3,650,2884,3,D,3,SR3.650.2884.3,S,1,X,0,0.625,143.929,141.362,126.416,36.692,31.166,144.114,0.0142,0.0314,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C126,Davies14,Martin17,Davies14 x Martin17,DaviesxMartin,H.F42,6,SR3,657,2366,1,C,1,SR3.657.2366.1,S,1,X,0,0.251,139.28,135.443,116.652,35.57,41.377,139.363,0.0279,0.0686,0.593,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,6,SR3,657,2792,1,A,1,SR3.657.2792.1,S,1,X,1,1.166,151.2299,152.4846,148.8795,60.0394,6.6481,152.867,0.0049,0.0074,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,657,2946,2,C,1,SR3.657.2946.1,S,1,,0,0.75,134.845,134.525,126.109,40.609,17.334,135.51,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,6,SR3,657,2946,2,C,2,SR3.657.2946.2,S,1,X,1,0.358,154.3445,152.7456,141.907,37.2464,20.5036,154.6279,0.0333,0.0814,0.59,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,1,SC1,294,1429,1,B,1,SC1.294.1429.1,S,1,X,1,0.5056,147.4515,147.6406,141.4057,48.1135,12.0092,148.4913,0.0162,0.0333,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,1,SC1,294,2712,1,D,1,SC1.294.2712.1,S,1,X,0,0.555,137.76,138.074,131.309,47.106,13.51,138.807,0.023,0.0431,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,1,SC1,294,2837,1,A,1,SC1.294.2837.1,C,1,X,0,1.647,157.348,158.499,153.587,55.508,8.454,158.959,0.0289,0.0461,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,353,1244,2,C,1,SC1.353.1244.1,S,1,X,1,0.7474,133.0582,133.7061,128.7022,53.5731,11.0239,134.3997,0.0147,0.027,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,353,1244,2,C,2,SC1.353.1244.2,S,1,,2,0.8505,144.2484,146.6072,141.2736,67.0704,10.4042,146.817,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,1,SC1,353,1257,5,A,4,SC1.353.1257.4,S,1,,0,1.264,149.097,150.972,146.93,74.136,9.339,151.515,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,1,SC1,353,1257,5,A,5,SC1.353.1257.5,S,1,X,3,0.5791,139.1559,140.7793,136.008,59.7713,9.1106,141.0877,0.0235,0.0441,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,1,SC1,353,1257,5,C,2,SC1.353.1257.2,C,1,,0,1.454,132.74,132.01,118.41,43.787,31.466,133.723,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,1,SC1,353,1257,5,D,1,SC1.353.1257.1,S,1,,0,1.149,165.052,165.56,160.279,73.209,12.948,167.174,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,1,SC1,353,1257,5,D,3,SC1.353.1257.3,S,1,,0,0.671,131.648,134.19,131.173,86.572,8.853,145.219,0.0373,0.076,0.51,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,1,SC1,353,1669,1,B,1,SC1.353.1669.1,S,1,X,0,1.003,142.616,134.374,106.574,37.507,78.401,143.669,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,384,1415,4,A,3,SC1.384.1415.3,S,1,,0,1.07,154.163,156.001,151.378,62,8.104,156.274,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,384,1415,4,B,2,SC1.384.1415.2,S,1,,2,1.1476,157.5227,156.8274,149.2728,39.9277,13.8178,158.1216,,,,MARxMAR
